hpo_id	hpo_name	comment	definition_x
HP:0025175	Honeycomb lung	Pathologically, honeycombing is manifested as small air-containing cystic spaces that are lined by bronchiolar epithelium and have thickened walls of dense fibrous tissue. On high-resolution CT, honeycombing presents with a characteristic cystic appearance. The cystic spaces range from 3 mm to 1 cm in diameter, although they can be larger. The cystic spaces are characterized by well delineated walls 1 to 3 mm in thickness. The cysts are air-filled and appear lucent in comparison to normal lung parenchyma. Honeycombing is a manifestation of end-stage lung fibrosis.	Honeycombing represents destroyed and fibrotic lung tissue containing numerous cystic airspaces with thick fibrous walls, representing the late stage of various lung diseases, with complete loss of acinar architecture. The cysts range in size from a few millimeters to several centimeters in diameter, have variable wall thickness, and are lined by metaplastic bronchiolar epithelium. On chest radiographs, honeycombing appears as closely approximated ring shadows, typically 3-10 mm in diameter with walls 1-3 mm in thickness, that resemble a honeycomb; the finding implies end-stage lung disease. On CT scans, the appearance is of clustered cystic air spaces, typically of comparable diameters on the order of 3-10 mm but occasionally as large as 2.5 cm. Honeycombing is usually subpleural and is characterized by well-defined walls. It is a CT feature of established pulmonary fibrosis. Because honeycombing is often considered specific for pulmonary fibrosis and is an important criterion in the diagnosis of usual interstitial pneumonia, the term should be used with care, as it may directly impact patient care. [PMID:18195376]
HP:0006691	Pulmonic valve myxoma		
HP:0006689	Bacterial endocarditis		A bacterial infection of the endocardium, the inner layer of the heart, which usually involves the heart valves. [https://orcid.org/0009-0006-4530-3154]
HP:0100684	Salivary gland neoplasm		A tumor (abnormal growth of tissue) of a salivary gland. [https://orcid.org/0000-0002-0736-9199]
HP:0012118	Laryngeal carcinoma	Laryngeal carcinoma often is related to a history of smoking and may manifest by hoarseness, a lump in the neck, persistent cough, stridor and other symptoms.	A carcinoma of the larynx. [https://orcid.org/0000-0002-0736-9199, NCIT:C4855]
HP:0030795	Reduced C-peptide level		A decreased concentration of C-peptide in the circulation. Since C-peptide is secreted in equimolar amounts to insulin, this feature correlates with reduced insulin secretion. [https://orcid.org/0000-0002-0736-9199]
HP:0004784	Juvenile gastrointestinal polyposis		The presence of multiple juvenile polyps in the stomach and intestine. The term juvenile polyps refer to a special histopathology and not the age of onset as the polyp might be diagnosed at all ages. The juvenile polyp has a spherical appearance and is microscopically characterized by overgrowth of an oedematous lamina propria with inflammatory cells and cystic glands. Juvenile polyps are a specific type of hamartomatous polyps. [https://orcid.org/0000-0002-0736-9199, PMID:25022750]
HP:0004309	Ventricular preexcitation	Pre-excitation syndromes are generally caused by accelerated conduction along an accessory pathway, but in some cases there is accelerated conduction through the normal AV node.	An abnormality in which the cardiac ventricles depolarize too early as a result of an abnormality of cardiac conduction pathways such as an accessory pathway. [https://orcid.org/0000-0002-0736-9199]
HP:0001716	Wolff-Parkinson-White syndrome		A disorder of the cardiac conduction system of the heart characterized by ventricular preexcitation due to the presence of an abnormal accessory atrioventricular electrical conduction pathway. [https://orcid.org/0000-0002-0736-9199]
HP:0002511	Alzheimer disease	Note that this is a bundled term that refers to a disease rather than to phenotypic features. It is retained for convenience since Alzheimer disease is used for annotation of other diseases (e.g., Down syndrome) as if it were a feature. If possible it is preferable to annotate with the precise phenotypic features.	A degenerative disease of the brain characterized by the insidious onset of dementia. Impairment of memory, judgment, attention span, and problem solving skills are followed by severe apraxia and a global loss of cognitive abilities. The condition primarily occurs after age 60, and is marked pathologically by severe cortical atrophy and the triad of senile plaques, neurofibrillary tangles, and neuropil threads. [https://orcid.org/0000-0002-0736-9199]
HP:0031166	Eyelid myokymia		Involuntary, fine, continuous, undulating contractions of the eyelid. []
HP:0031635	Anomalous origin of the left common carotid artery from the brachiocephalic artery		The left common carotid artery normally originates from the aortic arch. This term refers to an origin of this artery from the brachiocephalic artery. [PMID:18694519]
HP:0011660	Anomalous origin of one pulmonary artery from ascending aorta	Origin of a pulmonary artery from the aorta is also known as hemitruncus. One pulmonary artery branch, usually the right, arises from the ascending aorta just above the aortic sinuses, while the main pulmonary artery and the other pulmonary branch arise in their normal position from the right ventricle.	Anomalous origin of one pulmonary artery from the ascending aorta with the contralateral pulmonary artery arising from the right ventricle. [HPO_CONTRIBUTOR:DDD_dbrown, PMID:2590592]
HP:0011640	Single coronary artery origin		The presence of a single coronary artery ostium from which both coronary arteries arise. [HPO_CONTRIBUTOR:DDD_dbrown, https://orcid.org/0000-0002-0736-9199, PMID:4547578]
HP:0011636	Abnormal coronary artery origin		Isolated abnormalities of the coronary artery origins. This may be in associated with other structural heart malformations but not the patterns of complex structural heart malformations which result in abnormal course of the coronary arteries. [HPO_CONTRIBUTOR:DDD_dbrown]
HP:0030863	Nasal flaring	Nasal flaring is a compensatory symptom that increases upper airway diameter and reduces resistance and work of breathing.	Widening of the nostrils upon inhalation as a manifestation of respiratory distress. [https://orcid.org/0000-0002-0003-6754, PMID:25274969]
HP:0004876	Spontaneous neonatal pneumothorax		Pneumothorax occurring neonatally without traumatic injury to the chest or lung. [https://orcid.org/0000-0002-0736-9199]
HP:0031029	Elevated carcinoembryonic antigen level		An increased blood concentration of the carcinoembryonic antigen (CEA). CEA is a member of the immunoglobulin supergene family. The human CEA gene family is clustered on chromosome 19q and comprises 29 genes. CEA is highly expressed in embryonic tissue and in some cancers, and is a widely used tumor marker. [PMID:11274010]
HP:0025391	Crazy paving pattern	See Figure 20 of Hansell DM, et al., Fleischner Society: glossary of terms for thoracic imaging. Radiology. 2008;246:697-722.	The so-called crazy paving pattern appears as thickened interlobular septa and intralobular lines superimposed on a background of ground-glass opacity, resembling irregularly shaped paving stones. The crazy-paving pattern is often sharply demarcated from more normal lung and may have a geographic outline. It was originally reported in patients with alveolar proteinosis and is also encountered in other diffuse lung diseases that affect both the interstitial and airspace compartments, such as lipoid pneumonia. [PMID:18195376, PMID:23247773]
HP:0002548	Parkinsonism with favorable response to dopaminergic medication		Parkinsonism is a clinical syndrome that is a feature of a number of different diseases, including Parkinson disease itself, other neurodegenerative diseases such as progressive supranuclear palsy, and as a side-effect of some neuroleptic medications. Some but not all individuals with Parkinsonism show responsiveness to dopaminergic medication defined as a substantial reduction of amelioration of the component signs of Parkinsonism (including mainly tremor, bradykinesia, rigidity, and postural instability) upon administration of dopaminergic medication. []
HP:0006921	Axial muscle stiffness		Stiffness (a condition in which muscles cannot be moved quickly without accompanying pain or spasm) of the axial musculature. [https://orcid.org/0000-0002-0736-9199]
HP:0000743	Frontal release signs		Primitive reflexes traditionally held to be a sign of disorders that affect the frontal lobes. [https://orcid.org/0009-0006-4530-3154]
HP:0007885	Slowed horizontal saccades	Saccades are rapid eye movements that align the fovea with the target.	An abnormally slow velocity of horizontal saccadic eye movements. [https://orcid.org/0000-0002-0736-9199]
HP:0010315	Aplasia/Hypoplasia of the diaphragm		Absence or underdevelopment of the diaphragm. [https://orcid.org/0000-0002-0736-9199]
HP:0003278	Square pelvis bone		An abnormally squared appearance of the bony pelvis, a normally rounded or basin-shaped structure. [https://orcid.org/0000-0002-0736-9199]
HP:0100663	Synotia		A congenital malformation characterized by the union or approximation of the ears in front of the neck, often accompanied by the absence or defective development of the lower jaw. [https://orcid.org/0009-0006-4530-3154]
HP:0100596	Absent nares		The nostrils (the paired channels of the nose) are not present. [https://orcid.org/0000-0002-0736-9199]
HP:0011855	Pharyngeal edema		Abnormal accumulation of fluid leading to swelling of the pharynx. [https://orcid.org/0000-0002-0736-9199]
HP:0031244	Swollen lip		Enlargement of the lip typically due to fluid buildup or inflammation. [https://orcid.org/0000-0001-5208-3432]
HP:0040315	Tongue edema		An abnormal accumulation of fluid and swelling in the tongue. []
HP:0012027	Laryngeal edema		An abnormal accumulation of fluid and swelling in the tissues of the larynx. [https://orcid.org/0000-0002-0736-9199]
HP:0005225	Intestinal edema	This finding can be observed upon abdominal radiography. The bowel lumen may be slightly dilated. Secondary to the fluid accumulation, there are anatomic and motor alterations in the intestine which are reflected in the roentgenogram.	Accumulation of cell free, noninflammatony fluid within the wall of the intestinal tract producing uniform thickening of the mucosal folds. [https://orcid.org/0000-0002-0736-9199]
HP:0025349	Limbal edema		Swelling of the margin of the cornea overlapped by the sclera. []
HP:0025348	Abnormal corneal limbus morphology		An anomaly of the margin of the cornea overlapped by the sclera. []
HP:0410145	Decreased circulating biotinidase concentration		Concentration of biotinidase in the blood circulation below the lower limit of normal. Biotidinase is an enzyme that releases biotin from biocytin, the product of biotin-dependent carboxylases degradation. [PMID:29359854]
HP:0410144	Abnormal circulating biotinidase concentration		An abnormality in the biotinidase level, an enzyme that releases biotin from biocytin, the product of biotin-dependent carboxylases degradation. [PMID:29359854]
