disorder_id,name,orpha_code,definition,prevalence_geo
17070,Tessier number 4 facial cleft,141258,"A rare oblique facial cleft characterized by a congenital unilateral or bilateral oculo-facial defect beginning at the upper lip lateral to the Cupid's bow, then running lateral to the nasal wing, to the lower eyelid lateral to the inferior punctum. Involvement of the facial skeleton begins between the lateral incisors and the canine tooth, involving the maxillary sinus, and ending at the infraorbital rim. Variable involvement of the eye can result in micro- or even anophthalmus.",Worldwide=<1 / 1 000 000
20733,12q15q21.1 microdeletion syndrome,289513,"12q15q21.1 microdeletion syndrome is a rare chromosomal anomaly syndrome resulting from a partial deletion of the long arm of chromosome 12, with a highly variable phenotype, typically characterized by developmental delay, learning disability, intra-uterine and postnatal growth retardation, and mild facial dysmorphism that changes with age. Nasal speech and hypothyroidism are also associated.",Worldwide=<1 / 1 000 000
10430,Stevens-Johnson syndrome,36426,A limited form of Stevens-Johnson syndrome/toxic epidermal necrolysis spectrum characterized by destruction and detachment of the skin epithelium and mucous membranes involving less than 10% of the body surface area.,Unknown
21584,Pancytopenia due to IKZF1 mutations,317473,"A rare syndrome with combined immunodeficiency characterized by a variable clinical presentation ranging from asymptomatic individuals to potentially life-threatening, recurrent bacterial infections associated with progressive loss of serum immunoglobulins and B cells.",Worldwide=<1 / 1 000 000
26574,Hyperphenylalaninemia due to DNAJC12 deficiency,508523,"A rare inborn error of metabolism characterized by increased serum phenylalanine, associated with variable neurological symptoms ranging from mild autistic features or hyperactivity to severe intellectual disability, dystonia, and parkinsonism. Laboratory analyses show normal tetrahydrobiopterin (BH4) metabolism and low levels of the CSF monoamine neurotransmitter metabolites homovanillic acid and 5-hydroxyindoleacetic acid.",Worldwide=<1 / 1 000 000
11929,Hemolytic anemia due to glutathione reductase deficiency,90030,Haemolytic anaemia due to glutathione reductase (GSR) deficiency is characterised by nearly complete absence of GSR activity in erythrocytes.,Worldwide=<1 / 1 000 000
22925,Female infertility due to zona pellucida defect,404466,"Female infertility due to zona pellucida defect is a rare, genetic, female infertility disorder characterized by the presence of abnormal oocytes that lack a zona pellucida. Affected individuals are unable to conceive despite having normal menstrual cycles and sex hormone levels, as well as no obstructions in the fallopian tubes or defects of the uterus or adnexa.",Worldwide=<1 / 1 000 000
25213,Lethal hydranencephaly-diaphragmatic hernia syndrome,480528,"Lethal hydranencephaly-diaphragmatic hernia syndrome is a rare, genetic, lethal, multiple congenital anomalies syndrome characterized by hydranencephaly and diaphragmatic hernia, as well as macrocephaly, a widely open anterior fontanel, scaphoid abdomen and hypotonia. Additionally, congenital heart defects, polyhydramnios and pulmonary hypertension have also been associated.",Worldwide=<1 / 1 000 000
24172,Autosomal dominant thrombocytopenia with platelet secretion defect,466806,"A rare isolated constitutional thrombocytopenia characterized by reduced platelet count and defective platelet ATP secretion, resulting in increased bleeding tendency. Clinical manifestations are easy bruising, gum bleeding, menorrhagia, spontaneous epistaxis, spontaneous muscle hematoma, and potential postpartum hemorrhage, among others.",Worldwide=<1 / 1 000 000
3637,Narcolepsy type 1,2073,"A rare neurologic disease characterized by excessive daytime sleepiness associated with uncontrollable sleep urges and cataplexy (sudden loss of muscle tone while awake, often triggered by pleasant emotions).",Europe=1-5 / 10 000;Norway=1-5 / 10 000;Finland=1-5 / 10 000;China=1-5 / 10 000;United States=1-5 / 10 000;United Kingdom=1-5 / 10 000
1737,Distal monosomy 15q,1596,"Distal monosomy 15q is a rare chromosomal anomaly syndrome characterized by pre- and postnatal growth restriction, developmental delay, variable degrees of intellectual disability, hand and foot anomalies (e.g. brachy-/clinodactyly, talipes equinovarus, nail hypoplasia, proximally placed digits) and mild craniofacial dysmorphism (incl. microcephaly, triangular face, broad nasal bridge, micrognathia). Neonatal lymphedema, heart malformations, aplasia cutis congenita, aortic root dilatation, and autistic spectrum disorder have also been reported.",Worldwide=<1 / 1 000 000
19331,Classic progressive supranuclear palsy syndrome,240071,"A classical form of progressive supranuclear palsy (PSP), a rare late-onset neurodegenerative disease, characterized by slowing of vertical saccadic eye movements, falls due to postural instability, axial akinetic-rigid syndrome, and cognitive impairment. Difficulties in speech and swallowing may develop.",Europe=1-9 / 100 000
19332,Progressive supranuclear palsy-parkinsonism syndrome,240085,"An atypical variant of progressive supranuclear palsy (PSP), a rare late-onset neurodegenerative disease, by prominent early parkinsonism (tremor, limb bradykinesia, axial and limb rigidity) rather than falls and cognitive change. Over the years, patients ultimately develop clinical features characteristic of classical PSP. Neuropathological characteristics includes tau pathology and neuronal loss in specific brain areas, especially in the subthalamic nucleus and substantia nigra. The tau pathology is less severe than in classical PSP.",Unknown
19333,Progressive supranuclear palsy-pure akinesia with gait freezing syndrome,240094,"An atypical variant of progressive supranuclear palsy (PSP), a rare late-onset neurodegenerative disease, characterized by progressive freezing of gait, speech and writing early in the disease course. Later, axial rigidity, and facial immobility can occur, and supranuclear downgaze paresis may emerge after a decade. Neuropathological characteristics include tau pathology and neuronal loss in specific brain areas, especially in the globus pallidus, subthalamic nucleus, and substantia nigra. The tau pathology is less widespread compared to the other PSP sub-types.",Europe=1-9 / 100 000
19334,Progressive supranuclear palsy-corticobasal syndrome,240103,"An atypical variant of progressive supranuclear palsy (PSP), a rare late-onset neurodegenerative disease, characterized by a variable mixture of progressive asymmetric limb rigidity, apraxia, cortical sensory loss, alien limb, dystonia and bradykinesia that is unresponsive to levodopa. Postural instability and axial rigidity develop as the disease progresses. Neuropathological characteristics includes tau pathology and neuronal loss in specific brain areas, especially in the midfrontal and inferior parietal cortices.",Europe=1-9 / 1 000 000
19335,Progressive supranuclear palsy-progressive non-fluent aphasia syndrome,240112,"An atypical variant of progressive supranuclear palsy (PSP), a rare late-onset neurodegenerative disease, characterized by an initial presentation of an isolated speech and language disorder (apraxia of speech, agrammatism, and phonemic errors) years before developing other motor features of PSP. Neuropathological characteristics includes tau pathology and neuronal loss in specific brain areas, especially in the temporal cortex and superior frontal gyrus.",Worldwide=<1 / 1 000 000
2141,Superficial epidermolytic ichthyosis,455,Superficial epidermolytic ichthyosis (SEI) is a rare keratinopathic ichthyosis (KI; see this term) characterized by the presence of superficial blisters and erosions at birth.,Worldwide=<1 / 1 000 000
8656,Sebocystomatosis,841,"Sebocystomatosis is characterized by multiple (100 to 2000) asymptomatic dermal cysts that usually occur on the sternal region, upper back, axillae and proximal parts of the extremities.",Unknown
25371,Pierpont syndrome,487825,"A rare multiple congenital anomalies/dysmorphic syndrome characterized by axial hypotonia after birth, prolonged feeding difficulties, moderate to severe global developmental delay, seizures (in particular absence seizures), fetal digital pads, distinctive plantar fat pads anteromedial to the heels, and deep palmar and plantar grooves. Over time, fat pads may become less prominent and disappear. Distinct craniofacial dysmorphic features include a broad face with high forehead, high anterior hairline, narrow palpebral fissures that take on a crescent moon shape when smiling, broad nasal bridge and tip with anteverted nostrils, mild midfacial hypoplasia, long, smooth philtrum, thin upper lip vermillion, small, widely spaced teeth, and flat occiput/microcephaly/brachycephaly.",Worldwide=<1 / 1 000 000
24102,Class I glucose-6-phosphate dehydrogenase deficiency,466026,"A rare constitutional hemolytic anemia characterized in symptomatic forms by mild to severe chronic hemolysis, which is further exacerbated by oxidative stress and may lead to chronic non-shperocytic hemolytic anemia of variable severity. Variation in glucose-6-phosphate dehydrogenase levels accounts for differences in sensitivity to oxidants, with chronic hemolysis occurring in association with very low enzyme levels, while the majority of affected individuals remain asymptomatic. The most common clinical manifestations are neonatal jaundice and signs and symptoms of acute hemolysis (such as fatigue, back pain, anemia, and jaundice).",Worldwide=<1 / 1 000 000
21691,"Microcephalic primordial dwarfism, Dauber type",319675,"Microcephalic primordial dwarfism, Dauber type is a rare, genetic developmental defect during embryogenesis characterized by severe pre- and postnatal growth retardation, severe microcephaly, severe developmental delay and intelletual disability, severe adult short stature and facial dysmorphism (incl. hypotelorism, small ears, prominent nose). Other reported features include skeletal anomalies (Madelung deformity, clinodactyly, mild lumbar scoliosis, bilateral hip dysplasia) and seizures. Absence of thelarche and menarche is also associated.",Worldwide=<1 / 1 000 000
